Product_ID,Product_Name,Form,Ashwagandha,Triphala,Amalaki,Haritaki,Bibhitaki,Neem,Tulsi,Brahmi,Shankhpushpi,Turmeric,Ginger,Garlic,Clove,Cardamom,Cinnamon,Pepper,Licorice,Guduchi,Shatavari,AloeVera,Moringa,Fenugreek,Cumin,Coriander,Mustard,Saffron,Nutmeg,Fennel,Camphor,Jatamansi,Kesar,Pippali,Punarnava,Arjuna,Guggulu,Manjistha,Kalonji,Baheda,Giloy,Daruharidra,Vidanga,Hibiscus,AmlaOil,Ashoka,Bhringraj,SafedMusli,KaunchBeej,Palash,Agarwood,Chitrak,Proportion_Others,Price,Dosage(g),Shelf_Life(months),Preparation_Method,Speciality
P0059,Product_59,Paste,0.03,0.01,0.03,0.01,0.03,0.01,0.03,0.01,0.03,0.03,0.02,0.03,0.02,0.01,0.03,0.03,0.01,0.02,0.01,0.03,0.02,0.02,0.02,0.02,0.03,0.01,0.02,0.01,0.01,0,0.02,0,0.03,0.02,0.03,0.03,0.01,0.01,0,0,0.01,0.01,0.03,0.02,0.03,0.01,0.01,0,0.02,0.01,0.11,577,0.28,24,PowderBlend,Cardiac Health
P0060,Product_60,Decoction,0.03,0.02,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.03,0.02,0.02,0.03,0.02,0.03,0.03,0,0.01,0.02,0.03,0.02,0.02,0.02,0.01,0,0.03,0.01,0,0.03,0.03,0.01,0.01,0.01,0.03,0,0.01,0,0,0,0.02,0.03,0,0,0,0.03,0.02,0.02,0,0.01,0.03,0.12,203,0.42,18,Extract,Hair & Scalp Care
P0061,Product_61,Decoction,0.03,0.02,0.02,0.02,0.01,0,0.03,0.01,0.03,0.02,0.02,0.01,0.01,0.01,0.02,0.01,0.03,0.03,0.01,0.02,0.02,0.02,0.01,0.03,0.01,0.02,0,0.03,0.01,0.01,0.03,0.02,0.03,0.01,0.01,0.02,0.03,0.01,0.03,0.02,0,0.02,0.02,0,0.02,0.02,0.02,0,0.03,0.04,0.1,787,0.29,12,Fermentation,Respiratory Health
P0062,Product_62,Decoction,0.04,0,0.03,0.01,0.03,0.03,0.02,0.03,0.02,0.01,0.02,0.02,0.02,0,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.03,0.03,0.01,0.02,0.01,0.04,0.01,0.02,0.02,0.03,0.02,0.03,0.03,0,0,0.03,0.02,0.03,0.02,0.01,0.02,0.01,0.01,0.01,0.03,0,0,0.02,0.01,0.1,462,0.37,12,Extract,Women's Health
P0063,Product_63,Tablet,0.03,0.02,0.04,0.01,0.03,0,0.01,0.02,0.01,0.01,0,0.02,0.01,0.01,0.02,0.03,0.03,0,0.01,0.01,0.03,0.03,0.01,0.02,0.02,0.02,0.03,0.02,0.03,0.01,0.03,0.03,0.01,0.02,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.03,0.02,0.03,0.04,0.02,0.03,0.01,0.01,0.01,0.08,527,0.45,12,Decoction,Diabetes Management
P0064,Product_64,Capsule,0.01,0.02,0.01,0.02,0.03,0.01,0.02,0.02,0.01,0.03,0,0,0.01,0.02,0.03,0.03,0.01,0.01,0.01,0.01,0.02,0.02,0,0.02,0.03,0.03,0.02,0.03,0,0.02,0,0.02,0.01,0.01,0.03,0,0.01,0.01,0.02,0.03,0.03,0.03,0.03,0.01,0.03,0.03,0.02,0.03,0.01,0.03,0.11,650,0.48,24,Decoction,Hair & Scalp Care
P0065,Product_65,Paste,0.02,0.01,0.03,0.02,0.01,0.02,0.03,0.03,0.02,0.03,0.03,0.03,0.01,0.01,0,0.01,0.01,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.01,0.01,0.02,0,0.03,0.01,0.03,0,0.02,0.01,0.03,0.01,0.01,0.02,0.03,0.03,0,0.03,0.01,0.01,0.02,0.03,0.02,0.07,595,0.24,18,TabletCompression,Anti-Inflammatory
P0066,Product_66,Decoction,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0,0.01,0.02,0.01,0.01,0,0.02,0,0.02,0.03,0.03,0.02,0,0.02,0.03,0.02,0.02,0.01,0.01,0.03,0.01,0,0.01,0.02,0.02,0,0.01,0,0.02,0.02,0.02,0.02,0,0.01,0.03,0.02,0.02,0.03,0,0.01,0.03,0.02,0.02,0.15,821,0.51,36,Fermentation,Anti-Inflammatory
P0067,Product_67,Syrup,0.02,0.02,0.03,0,0,0.01,0.03,0.02,0.02,0.03,0.03,0.03,0.01,0.01,0.03,0.01,0.03,0.02,0,0.02,0.01,0.03,0.01,0.01,0.01,0.03,0,0,0.03,0.02,0.02,0.01,0.03,0,0.02,0,0.03,0.03,0,0.03,0.02,0.03,0.02,0.03,0.01,0.02,0,0.04,0.03,0.02,0.09,874,0.46,36,PowderBlend,Weight Loss
P0068,Product_68,Tablet,0.02,0.03,0.02,0,0.03,0,0.01,0.01,0.02,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0,0.01,0.02,0.03,0,0.02,0.01,0.02,0.01,0.02,0.02,0.03,0.02,0.03,0.01,0.03,0.01,0.01,0.03,0.01,0.02,0.01,0.01,0.03,0.03,0.01,0.02,0.03,0.09,727,0.28,18,Extract,Skin Disorders
P0069,Product_69,Paste,0.01,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.02,0.03,0.03,0.02,0.02,0.02,0,0.02,0.01,0,0.03,0.02,0.03,0.01,0.02,0.02,0.02,0,0,0.02,0.03,0.03,0.01,0.02,0.02,0.03,0.01,0.01,0.02,0.02,0.03,0,0.02,0,0.02,0,0.02,0.01,0.09,947,0.39,12,Decoction,Diabetes Management
P0070,Product_70,Powder,0,0.02,0,0.03,0.02,0.02,0.03,0.01,0.01,0,0,0.01,0.03,0.02,0.02,0.01,0.02,0.01,0.03,0.01,0.02,0.01,0.02,0.03,0.02,0.02,0.03,0.01,0.03,0,0.03,0.03,0.02,0.02,0.02,0.02,0.03,0.02,0.01,0.02,0.01,0.03,0,0.03,0.01,0.03,0.03,0.02,0.03,0,0.1,435,0.49,12,Fermentation,Weight Loss
P0071,Product_71,Tablet,0.01,0.01,0.03,0.02,0.03,0.03,0,0.04,0,0.03,0.03,0.02,0.01,0.02,0.01,0.02,0,0.04,0.02,0.02,0.04,0.01,0.01,0.01,0.02,0.03,0.03,0.02,0.02,0,0,0.02,0,0.04,0.01,0.04,0.01,0.02,0.01,0.01,0.03,0.01,0.02,0,0.04,0.01,0.01,0.01,0.01,0.01,0.11,745,0.51,36,Extract,Immunity Booster
P0072,Product_72,Paste,0.01,0.02,0.01,0.02,0.01,0.01,0.03,0.02,0,0.02,0.03,0.01,0.02,0.03,0.03,0.02,0.02,0.01,0.02,0.01,0.02,0.03,0.03,0.01,0.02,0.03,0.03,0.01,0.03,0.03,0,0.03,0.03,0.03,0.02,0.01,0.02,0.02,0,0,0.03,0.02,0,0,0,0,0.01,0.03,0.03,0.01,0.12,209,0.48,36,TabletCompression,Joint Pain Relief
P0073,Product_73,Decoction,0.02,0.02,0.01,0.03,0.04,0,0.01,0.02,0.01,0.02,0.02,0,0.03,0,0.01,0.01,0.02,0.01,0.01,0.02,0.03,0.02,0.02,0.03,0.04,0.02,0.02,0.03,0.02,0,0.02,0.02,0,0.01,0.02,0.03,0.03,0,0.01,0.02,0.02,0.03,0.01,0.02,0.02,0.02,0.03,0.01,0.02,0.01,0.11,460,0.36,24,PowderBlend,Digestive Cleanser
P0074,Product_74,Paste,0.02,0.02,0.02,0.03,0.03,0.04,0.01,0.02,0.02,0.01,0.04,0,0.03,0.04,0,0.02,0.03,0,0.02,0.02,0.01,0.01,0.04,0.02,0.01,0.02,0.02,0.03,0,0,0.01,0.01,0.01,0,0.03,0,0.04,0.01,0.01,0.02,0.03,0.01,0.04,0.01,0.02,0.03,0.02,0,0,0.01,0.11,663,0.28,36,PowderBlend,Memory & Cognition
P0075,Product_75,Syrup,0.03,0,0.02,0.03,0.03,0.02,0.02,0.01,0,0,0.01,0.01,0.03,0.02,0.02,0.01,0,0.02,0,0.01,0.01,0.03,0.03,0.01,0.02,0,0.03,0.02,0.01,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0.03,0.01,0.01,0,0.03,0.03,0.03,0.03,0.01,0.12,995,0.4,24,TabletCompression,Hair & Scalp Care
P0076,Product_76,Powder,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.03,0.03,0.03,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0.02,0,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.02,0,0.02,0.03,0.01,0,0.03,0.01,0,0.02,0.03,0.03,0.02,0,0.01,0.01,0.01,0.03,0.02,0.01,0.01,0.03,0.02,0.11,498,0.46,12,Extract,Joint Pain Relief
P0077,Product_77,Tablet,0.02,0.03,0.01,0.01,0,0.04,0.03,0.01,0.02,0.03,0.03,0.01,0.02,0.03,0.02,0.02,0,0.03,0.02,0.04,0.02,0,0,0.03,0.01,0,0.04,0.02,0.03,0.02,0,0,0.04,0,0.01,0.03,0.01,0.04,0.02,0,0.01,0.03,0.03,0.01,0.01,0.03,0.02,0.02,0,0,0.1,197,0.47,24,Fermentation,Respiratory Health
P0078,Product_78,Capsule,0.02,0,0,0.03,0.03,0.02,0.01,0.04,0.01,0.02,0.03,0.03,0,0.01,0.01,0,0.02,0,0.02,0.04,0.02,0.02,0.03,0.03,0.03,0.04,0,0,0.02,0.03,0,0.02,0.02,0.01,0.03,0.04,0.02,0.01,0.02,0,0.01,0.03,0,0.01,0.02,0.03,0.01,0.02,0,0.03,0.11,261,0.23,36,TabletCompression,Women's Health
P0079,Product_79,Paste,0.02,0.02,0.03,0.02,0.03,0.02,0.02,0,0.02,0.03,0.02,0,0.02,0,0.01,0.01,0,0.02,0.02,0.02,0,0.03,0.03,0.03,0.01,0.01,0.02,0.03,0.02,0.03,0,0.01,0.01,0.01,0.03,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.02,0,0.03,0.02,0.01,0,0.02,0.09,301,0.21,18,PowderBlend,Respiratory Health
P0080,Product_80,Decoction,0.02,0.02,0.01,0.01,0.03,0.01,0.01,0,0.03,0.02,0.01,0.01,0.03,0.01,0.03,0.01,0.02,0.02,0,0.03,0,0.01,0.02,0,0.01,0,0.02,0.01,0.03,0.03,0.02,0.03,0.01,0.02,0.02,0.03,0,0.02,0,0.03,0.02,0.03,0.01,0.02,0.03,0.02,0.02,0.02,0.02,0.03,0.14,308,0.3,24,TabletCompression,Diabetes Management
P0081,Product_81,Paste,0.03,0.01,0.03,0.02,0.02,0,0.02,0.02,0.03,0,0.01,0,0.01,0.03,0.02,0.03,0.02,0,0.02,0.02,0.02,0.01,0.03,0.03,0.02,0.01,0.03,0.02,0.03,0.02,0.03,0.02,0,0.03,0.03,0,0.03,0.01,0,0,0.02,0,0.03,0.03,0,0.02,0.01,0.02,0.03,0.01,0.12,153,0.37,12,PowderBlend,Kidney Care
P0082,Product_82,Paste,0,0.01,0.03,0.03,0.01,0.02,0.01,0,0.03,0.03,0.02,0.03,0.02,0.02,0.03,0.04,0.04,0.02,0.01,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.01,0,0,0.02,0.01,0.04,0.03,0.01,0.03,0.02,0.04,0.03,0.02,0.02,0.03,0.02,0.02,0.01,0,0.03,0.09,873,0.45,36,PowderBlend,Memory & Cognition
P0083,Product_83,Decoction,0.02,0.01,0.01,0.03,0.01,0.02,0.01,0.03,0.03,0.01,0.03,0,0,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0,0,0.01,0.03,0.03,0.03,0,0,0.03,0.01,0.02,0.03,0.01,0.03,0.02,0.03,0.02,0.02,0,0.02,0.03,0.03,0.02,0.02,0,0.01,0.01,0.02,0.02,0.12,213,0.2,24,TabletCompression,Diabetes Management
P0084,Product_84,Syrup,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0,0.01,0.01,0.02,0.01,0.02,0.02,0.03,0.02,0.02,0.01,0.01,0.03,0.03,0.01,0.01,0.03,0.02,0.02,0.03,0.01,0,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0,0.03,0.01,0,0.01,0.01,0.02,0.02,0.01,0.02,0.01,0.02,0.12,148,0.25,12,PowderBlend,Respiratory Health
P0085,Product_85,Capsule,0.02,0,0.01,0.01,0.02,0.03,0.02,0.03,0.01,0.01,0.01,0.01,0,0.02,0.02,0.02,0.01,0.02,0.01,0.01,0.02,0.03,0.02,0.02,0.03,0.02,0,0,0.02,0.02,0,0.02,0.03,0.03,0.02,0.02,0.02,0.02,0,0.02,0.03,0.03,0.02,0.03,0.01,0.01,0.01,0.03,0.01,0.03,0.14,584,0.26,18,Decoction,Hair & Scalp Care
P0086,Product_86,Tablet,0.02,0.01,0.02,0.01,0.03,0.03,0.03,0.01,0.01,0.03,0.02,0.02,0.01,0.02,0.03,0.03,0.01,0,0.02,0,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.03,0.02,0,0.03,0.03,0.01,0.03,0.03,0.02,0.01,0.02,0.02,0,0.03,0.02,0.03,0,0.02,0.03,0,0.02,0.02,0,0.09,381,0.26,12,Decoction,Digestive Cleanser
P0087,Product_87,Decoction,0.01,0.01,0,0.01,0.01,0.03,0.02,0,0.03,0.01,0.02,0.01,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.02,0.01,0.02,0.01,0.03,0.02,0.03,0.02,0.03,0.01,0.01,0.02,0.01,0.01,0,0.01,0.01,0.02,0.01,0.03,0.03,0.03,0,0.02,0.03,0.02,0.02,0.03,0.02,0.01,0,0.12,963,0.53,18,Extract,Respiratory Health
P0088,Product_88,Powder,0.01,0.02,0.03,0.02,0.02,0.01,0.02,0.03,0.02,0.03,0,0,0.01,0.01,0,0.03,0.03,0.02,0.02,0.03,0.01,0.02,0.02,0,0.02,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.03,0.03,0.03,0.01,0.02,0.03,0.03,0,0.03,0.02,0.02,0.01,0.03,0.02,0.02,0.02,0.02,0.01,0.1,114,0.39,24,TabletCompression,Anti-Inflammatory
P0089,Product_89,Capsule,0,0.02,0,0.02,0.03,0.04,0.01,0.01,0,0.03,0.02,0.01,0.01,0.02,0.01,0.03,0.01,0.03,0.03,0,0.04,0.03,0.03,0.04,0,0.01,0.01,0.03,0.03,0.01,0.01,0.02,0.02,0,0.03,0.01,0.04,0.01,0.01,0,0,0.01,0.01,0.01,0.01,0.01,0.03,0.04,0.03,0.02,0.12,256,0.36,12,PowderBlend,Skin Disorders
P0090,Product_90,Syrup,0.03,0.02,0.03,0.01,0.02,0.03,0.02,0,0.03,0,0.02,0.03,0.01,0.03,0.02,0.01,0.03,0,0.01,0.03,0.02,0.01,0.01,0.03,0.03,0.01,0.01,0.02,0.03,0.03,0.01,0.01,0.04,0.01,0.02,0,0,0.02,0,0,0.02,0.02,0,0.03,0.02,0.02,0.02,0.02,0,0.02,0.14,235,0.21,12,TabletCompression,Immunity Booster
P0091,Product_91,Capsule,0,0.02,0.01,0.03,0,0.03,0.01,0.01,0.01,0.01,0.03,0.03,0.02,0.03,0,0.02,0.03,0.01,0.03,0.01,0.01,0.02,0.03,0.01,0.01,0.02,0.03,0.02,0.02,0.02,0.01,0.02,0,0.01,0.03,0.02,0.01,0.03,0.02,0.03,0.03,0.01,0.02,0.01,0.01,0.03,0.01,0.03,0.01,0.02,0.11,914,0.57,36,Fermentation,Stress & Anxiety
P0092,Product_92,Capsule,0.01,0.02,0.03,0,0.01,0.03,0.02,0.02,0.01,0.02,0.03,0.01,0.03,0.01,0.03,0.03,0.02,0.02,0.02,0.03,0.02,0,0.01,0.03,0,0.02,0.02,0.01,0.02,0.01,0.01,0.01,0,0.01,0.02,0.03,0.03,0.01,0.01,0,0.03,0.02,0.04,0,0.02,0.03,0.01,0.03,0.02,0.01,0.12,717,0.29,36,PowderBlend,Liver Detox
P0093,Product_93,Syrup,0.03,0,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.01,0.03,0.01,0,0,0.01,0.03,0.02,0,0.03,0.01,0.01,0,0.03,0.01,0.03,0.02,0.01,0.03,0.03,0,0.03,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.03,0.03,0.03,0.03,0.02,0.03,0.01,0,0.01,0.01,0.02,0.03,0.14,146,0.29,24,Fermentation,Digestive Cleanser
P0094,Product_94,Tablet,0.01,0.02,0.02,0.01,0.02,0.01,0.02,0.02,0.03,0.03,0.01,0.01,0.03,0.01,0,0.02,0,0.02,0.02,0.03,0.03,0.04,0.01,0.02,0.03,0.01,0.03,0.04,0.01,0.03,0.01,0.02,0.03,0.01,0.02,0.03,0.01,0.02,0.01,0,0,0.01,0.03,0.02,0,0.01,0.02,0.03,0.03,0.02,0.08,719,0.41,24,Extract,Digestive Cleanser
P0095,Product_95,Tablet,0.01,0.03,0.01,0.02,0.01,0.01,0.03,0.01,0.03,0.02,0.02,0.02,0.03,0.03,0.01,0.03,0.02,0.01,0.01,0.01,0.02,0.01,0,0.02,0.01,0.02,0.02,0.03,0.02,0.02,0.02,0,0.01,0.03,0.02,0.01,0.03,0.01,0.02,0.01,0.01,0.02,0.01,0.02,0.03,0.02,0.02,0.01,0.01,0.03,0.12,722,0.42,24,Fermentation,Cardiac Health
P0096,Product_96,Paste,0.02,0.03,0.03,0.03,0.01,0.03,0.03,0.01,0.03,0.02,0.03,0.02,0.03,0.01,0.01,0.01,0,0,0.02,0.03,0.02,0.02,0.01,0.02,0.02,0.03,0.03,0.02,0.02,0.03,0,0.02,0.04,0.02,0.01,0.03,0.04,0.01,0.02,0.03,0.01,0.01,0,0.01,0.01,0,0,0.01,0.01,0.01,0.09,519,0.57,36,PowderBlend,Diabetes Management
P0097,Product_97,Paste,0.01,0.01,0.02,0.03,0.03,0.03,0.01,0,0.01,0,0.03,0,0.03,0,0,0.02,0.01,0.01,0.03,0.02,0.01,0,0.01,0.03,0.01,0.02,0.03,0.03,0.02,0.03,0.03,0,0.03,0,0.01,0.01,0.01,0.02,0.03,0.01,0.01,0.01,0.03,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.16,415,0.39,12,Fermentation,Cardiac Health
P0098,Product_98,Tablet,0.01,0.01,0,0.02,0,0.04,0.01,0.01,0.02,0.02,0.04,0.03,0.04,0.02,0.01,0,0.04,0.03,0.04,0,0.01,0.02,0.03,0.02,0.01,0,0.01,0.02,0.01,0,0.02,0,0.01,0.03,0.01,0.03,0.02,0.03,0.03,0.03,0.01,0.01,0.02,0.02,0.01,0.01,0.02,0,0.03,0.04,0.1,374,0.47,12,Extract,Diabetes Management
P0099,Product_99,Syrup,0.01,0.01,0.02,0,0.01,0.02,0.02,0.01,0,0.03,0.01,0.02,0.03,0.02,0.02,0.02,0.03,0,0,0.02,0.03,0.03,0.02,0.03,0.02,0.01,0.02,0.02,0.03,0.03,0.02,0.02,0,0,0.02,0.03,0.01,0.03,0,0.02,0.02,0.03,0.01,0.02,0.03,0.01,0.03,0.02,0.03,0,0.11,365,0.46,18,TabletCompression,Hair & Scalp Care
P0100,Product_100,Syrup,0.02,0.01,0,0.03,0.02,0.02,0.02,0.01,0.04,0.02,0.02,0.01,0.02,0.04,0.02,0.02,0.01,0.04,0.01,0.02,0.01,0,0,0.02,0.03,0.03,0.03,0.02,0.04,0.01,0.02,0.01,0.03,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0,0.01,0.01,0.02,0.04,0.03,0.01,0.01,0.02,0.09,468,0.45,12,Decoction,Memory & Cognition
P0101,Product_101,Tablet,0,0,0,0.01,0.03,0.02,0.02,0.01,0.04,0.04,0.03,0.03,0.01,0.01,0,0.04,0.01,0.01,0.02,0.03,0.02,0.04,0.03,0.02,0,0.02,0,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.03,0.01,0.01,0.01,0.01,0.03,0,0.03,0.04,0.04,0.02,0.01,0.03,0.09,763,0.55,18,Decoction,Women's Health
P0102,Product_102,Powder,0.03,0.02,0.02,0.03,0.03,0,0.02,0.01,0.01,0.01,0.01,0.03,0,0.02,0.01,0.02,0.01,0,0.01,0,0.03,0.02,0.02,0.02,0.02,0.03,0.02,0.03,0.02,0.02,0.02,0.01,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0,0.01,0,0.01,0.03,0.03,0,0.03,0.02,0.11,485,0.42,36,PowderBlend,Diabetes Management
P0103,Product_103,Tablet,0,0.01,0.03,0.03,0.02,0.01,0.02,0.01,0.01,0.03,0.02,0.02,0.03,0.02,0,0.01,0.02,0.04,0.03,0.02,0.03,0.03,0,0,0,0,0.01,0.01,0.03,0,0.03,0.03,0.01,0.01,0.02,0.01,0.04,0.01,0.03,0.01,0.01,0.01,0.04,0.04,0.01,0.01,0.01,0.04,0.02,0.04,0.08,292,0.45,36,PowderBlend,Anti-Inflammatory
P0104,Product_104,Paste,0.02,0.03,0.04,0.03,0.03,0.01,0.02,0.02,0.02,0.01,0,0.01,0.02,0.03,0.02,0,0.02,0.01,0,0.01,0.03,0.02,0,0.02,0,0,0.04,0.02,0.01,0,0.01,0.03,0.02,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0,0,0.03,0.04,0.04,0.03,0,0.02,0.01,0.03,0.1,643,0.47,18,PowderBlend,Hair & Scalp Care
P0105,Product_105,Powder,0.03,0.03,0.03,0.02,0.03,0.02,0.03,0.01,0.03,0.01,0.03,0.03,0.03,0.02,0.03,0,0.01,0.02,0.03,0.01,0.02,0.03,0,0.01,0,0.01,0.03,0.01,0.04,0.02,0.01,0.03,0.02,0.02,0.03,0.02,0.03,0,0,0,0,0,0.02,0.02,0.02,0,0.01,0.01,0.01,0,0.13,907,0.39,36,Extract,Weight Loss
P0106,Product_106,Syrup,0.03,0.02,0,0.01,0.01,0.04,0.04,0.01,0,0.02,0,0,0.02,0,0.01,0.02,0,0.02,0,0.02,0.01,0.03,0.04,0.04,0.04,0.01,0.04,0.01,0.01,0.01,0.04,0.04,0.04,0.03,0.02,0,0.01,0,0.02,0.03,0.02,0.01,0,0.02,0.02,0.01,0.01,0.01,0.02,0.01,0.13,858,0.54,24,PowderBlend,Digestive Cleanser
P0107,Product_107,Capsule,0.02,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.01,0.02,0.03,0.01,0.02,0.02,0.01,0.02,0.01,0,0.02,0,0.03,0,0,0.02,0.02,0.01,0.03,0.03,0.03,0.01,0.03,0.02,0.01,0.02,0,0.02,0,0.02,0.03,0,0.03,0.02,0.03,0,0.02,0.03,0.02,0,0.03,0.01,0.12,756,0.41,36,Fermentation,Women's Health
P0108,Product_108,Paste,0.02,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.04,0.01,0.02,0.04,0.03,0.01,0.01,0.01,0,0.04,0.04,0.03,0.02,0,0.03,0.03,0.03,0.03,0.01,0.01,0.01,0.01,0.01,0,0.03,0.04,0.03,0.02,0.02,0.02,0.03,0.03,0.03,0.01,0,0.01,0,0,0.03,0,0.03,0.07,355,0.25,36,Extract,Women's Health
P0109,Product_109,Paste,0.01,0,0.01,0.01,0,0.02,0.01,0.01,0.02,0,0.02,0.03,0.01,0.03,0.01,0.03,0,0.01,0.01,0.03,0.04,0.01,0.03,0.02,0.03,0.02,0.03,0.03,0.01,0.02,0.04,0.02,0.03,0.01,0.01,0.03,0.02,0.01,0.02,0.01,0.03,0.03,0.01,0.02,0.01,0,0.03,0.01,0.01,0.03,0.11,898,0.34,36,Extract,Immunity Booster
P0110,Product_110,Tablet,0,0.01,0.01,0.03,0.01,0.03,0.03,0.04,0.01,0.02,0.01,0.03,0.03,0.02,0.03,0.02,0.03,0.03,0,0.01,0.02,0.02,0.03,0.01,0.01,0,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.01,0,0.02,0.01,0.01,0.03,0.04,0.01,0.01,0.03,0.01,0.01,0.04,0,0.03,0.03,0.07,244,0.56,36,Extract,Anti-Inflammatory
P0111,Product_111,Decoction,0.02,0,0.03,0.01,0.03,0.02,0.02,0.03,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0,0.03,0.02,0.01,0.03,0.01,0.03,0.02,0.03,0,0.01,0.01,0.02,0.03,0,0.01,0.02,0.02,0.03,0.02,0,0,0,0.02,0.03,0.01,0.03,0,0.14,120,0.2,18,PowderBlend,Hair & Scalp Care
P0112,Product_112,Capsule,0,0.02,0.01,0.02,0.03,0,0.03,0.01,0.03,0.01,0.01,0.01,0.01,0.03,0.02,0.03,0.01,0.03,0.03,0.02,0.01,0.01,0.01,0.02,0,0.03,0.03,0.02,0,0.03,0.01,0.01,0.01,0.02,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.03,0,0.01,0.01,0.02,0.01,0.02,0.03,0.01,0.11,789,0.56,24,Extract,Digestive Cleanser
P0113,Product_113,Decoction,0.01,0.03,0.02,0.03,0.02,0.03,0.02,0.01,0.03,0.03,0.03,0.02,0.02,0.03,0.02,0,0.03,0.03,0.01,0.03,0,0.01,0,0.01,0.02,0.02,0,0,0,0,0.03,0.02,0.01,0,0.03,0.03,0.02,0.01,0.03,0.01,0.03,0.01,0,0.02,0.02,0.02,0.03,0.01,0,0.03,0.13,235,0.32,36,Fermentation,Diabetes Management
P0114,Product_114,Capsule,0.03,0.03,0.01,0.02,0.03,0.03,0.02,0.01,0.02,0,0.01,0.02,0.01,0.02,0.01,0,0.02,0.02,0.03,0.02,0.02,0.03,0.03,0.03,0,0,0,0,0.03,0.02,0,0.03,0.01,0.02,0.03,0,0.01,0.01,0,0.03,0.02,0.02,0.01,0.03,0.03,0.01,0.03,0.03,0.03,0.03,0.1,288,0.51,18,PowderBlend,Diabetes Management
P0115,Product_115,Paste,0.02,0.02,0.02,0,0,0,0.02,0.02,0.02,0.02,0,0.01,0,0,0.03,0.02,0,0.01,0.02,0.03,0.02,0,0.03,0.03,0.02,0.03,0.03,0.02,0.02,0.01,0.03,0.03,0.02,0,0.03,0.01,0,0.03,0.03,0.01,0.01,0.03,0.03,0.01,0.03,0.03,0.03,0.02,0.03,0.02,0.1,589,0.26,36,Decoction,Skin Disorders
P0116,Product_116,Tablet,0.03,0.04,0.03,0,0.03,0.02,0.01,0.02,0.01,0.01,0.01,0.04,0.01,0.04,0.01,0.01,0.01,0,0.02,0.01,0.01,0.01,0.02,0.03,0.03,0.02,0,0.03,0,0,0.01,0.03,0.01,0,0,0.03,0.02,0.01,0.03,0.03,0.01,0.01,0,0.02,0.03,0.03,0.02,0.03,0.03,0.03,0.11,125,0.29,12,Decoction,Cardiac Health
P0117,Product_117,Syrup,0.02,0.02,0.03,0.03,0,0.02,0.01,0.01,0.04,0.01,0.02,0.02,0.01,0.03,0.01,0.03,0.03,0.02,0,0,0.01,0.01,0,0.03,0.02,0.01,0.02,0.02,0,0.02,0,0.02,0.02,0.03,0.01,0.02,0.02,0.03,0.03,0.03,0.01,0,0.03,0.01,0.03,0.03,0.02,0.02,0.02,0,0.12,562,0.44,36,PowderBlend,Skin Disorders
P0118,Product_118,Paste,0.02,0.02,0.02,0.01,0.01,0.02,0,0.02,0.03,0.01,0,0.03,0,0.03,0,0.01,0.02,0.01,0.03,0.03,0.03,0.02,0.01,0.02,0.01,0.01,0.04,0.01,0.03,0.02,0.03,0.01,0.03,0.01,0.03,0.01,0,0.02,0.02,0.03,0,0.01,0.01,0.04,0.02,0.02,0.03,0.02,0.03,0.01,0.1,850,0.43,18,Decoction,Hair & Scalp Care
